Temperature,Specific_heat
0.1,0.0
0.2,0.0
0.3,0.0
0.4,0.0
0.5,0.0
0.6,0.0
0.7,0.0008081632656786515
0.7999999999999999,0.005480859374074499
0.8999999999999999,0.011579938273141048
0.9999999999999999,0.0206359999999404
1.0999999999999999,0.04016012396790427
1.2,0.07937430555547406
1.3,0.10019393491120623
1.4,0.14377946428519825
1.5,0.20635277777755012
1.55,0.20552330905267277
1.5745762711864406,0.21920747670130894
1.5991525423728814,0.3076960777571693
1.623728813559322,0.28748155231104566
1.6483050847457628,0.3297841535543303
1.6728813559322033,0.35602871039348666
1.6974576271186441,0.2618649258015557
1.7220338983050847,0.3611274972243668
1.7466101694915255,0.3658108326561145
1.771186440677966,0.35243074938776475
1.7957627118644068,0.46138543174737795
1.8203389830508474,0.4469823746659154
1.8449152542372882,0.48097301063076137
1.8694915254237288,0.5664030224792558
1.8940677966101696,0.5268748526639351
1.9186440677966101,0.6329670019447305
1.943220338983051,0.616124173954058
1.9677966101694915,0.7066304413241511
1.9923728813559323,0.7734355867281947
2.016949152542373,0.7056781108504488
2.0415254237288134,0.9180588870158981
2.066101694915254,0.8135362047858312
2.090677966101695,0.9416329926163852
2.1152542372881356,0.9162879785702212
2.139830508474576,1.1061254537240464
2.164406779661017,1.3130257740554931
2.1889830508474577,1.2808309982224928
2.2135593220338983,1.917711681727557
2.238135593220339,1.7198731135914167
2.2627118644067794,2.07062101025416
2.2872881355932204,1.855490154848452
2.311864406779661,1.694712683593618
2.3364406779661016,1.8052919789230566
2.3610169491525426,1.5355539900173023
2.385593220338983,1.4634657336963532
2.4101694915254237,1.2454491994892316
2.4347457627118643,0.9672665980262295
2.459322033898305,1.0031600606130866
2.483898305084746,0.8584448838002139
2.5084745762711864,0.777819151935695
2.533050847457627,0.8139958887841108
2.557627118644068,0.7730474118399782
2.582203389830508,0.6723795328174744
2.606779661016949,0.751831979281708
2.6313559322033897,0.5575723236792995
2.6559322033898303,0.6876687828371622
2.6805084745762713,0.5773245915840866
2.705084745762712,0.5523387596399679
2.7296610169491524,0.541261721032634
2.7542372881355934,0.5453633348071294
2.7788135593220336,0.4399633361765733
2.8033898305084746,0.5315079082678577
2.827966101694915,0.5443349033983269
2.8525423728813557,0.5054443611166867
2.8771186440677967,0.4329911253532604
2.9016949152542373,0.49895972518580856
2.926271186440678,0.4068648948365959
2.950847457627119,0.3783524235742808
2.975423728813559,0.40901388052407195
3.0,0.48312933333332897
3.1,0.3684083246618237
3.2,0.3445375000000013
3.3000000000000003,0.2815654499540899
3.4,0.3029843425605495
3.5,0.23477518367348238
3.6,0.21286726466049588
3.7,0.2574480642804972
3.8,0.17935069252077113
3.9,0.172320430637737
4.0,0.18754998437500034
4.1,0.13446125817965396
4.2,0.16037685657596112
4.3,0.16073115197403892
4.4,0.11743341942148751
4.5,0.10371970370370552
4.6,0.11572749291115507
4.7,0.13128198279764733
4.8,0.11622785373264025
4.9,0.09026421282798595
5.0,0.08686974999999802
5.1,0.09672655709342545
5.199999999999999,0.07883768491124157
5.3,0.08581337664649194
5.4,0.08228888888888845
5.5,0.06943259504132072
5.6,0.07955260682397888
5.699999999999999,0.06878084795321521
5.8,0.06361378567181807
5.9,0.058781700660729644
6.0,0.06008104861111052
